20399900001,95.352871,29.325734
20399900002,95.352709,29.327988
20399900003,95.352223,29.330207
20399900004,95.351422,29.332355
20399900005,95.350319,29.334399
20399900006,95.348931,29.336306
20399900007,95.34728,29.338047
20399900008,95.345391,29.339593
20399900009,95.343295,29.34092
20399900010,95.341025,29.342009
20399900011,95.338616,29.34284
20399900012,95.336107,29.343402
20399900013,95.333536,29.343685
20399900014,95.330946,29.343685
20399900015,95.328375,29.343402
20399900016,95.325866,29.34284
20399900017,95.323457,29.342009
20399900018,95.321187,29.34092
20399900019,95.319091,29.339593
20399900020,95.317202,29.338047
20399900021,95.315551,29.336306
20399900022,95.314163,29.334399
20399900023,95.31306,29.332355
20399900024,95.312259,29.330207
20399900025,95.311773,29.327988
20399900026,95.311611,29.325734
20399900027,95.311773,29.32348
20399900028,95.312259,29.321261
20399900029,95.31306,29.319113
20399900030,95.314163,29.317069
20399900031,95.315551,29.315162
20399900032,95.317202,29.313421
20399900033,95.319091,29.311875
20399900034,95.321187,29.310548
20399900035,95.323457,29.309459
20399900036,95.325866,29.308628
20399900037,95.328375,29.308066
20399900038,95.330946,29.307783
20399900039,95.333536,29.307783
20399900040,95.336107,29.308066
20399900041,95.338616,29.308628
20399900042,95.341025,29.309459
20399900043,95.343295,29.310548
20399900044,95.345391,29.311875
20399900045,95.34728,29.313421
20399900046,95.348931,29.315162
20399900047,95.350319,29.317069
20399900048,95.351422,29.319113
20399900049,95.352223,29.321261
20399900050,95.352709,29.32348
20399900051,95.373501,29.325734
20399900052,95.373176,29.330243
20399900053,95.372205,29.33468
20399900054,95.370604,29.338976
20399900055,95.368398,29.343064
20399900056,95.365621,29.346878
20399900057,95.362319,29.350359
20399900058,95.358541,29.353452
20399900059,95.354349,29.356107
20399900060,95.349809,29.358283
20399900061,95.344991,29.359946
20399900062,95.339972,29.36107
20399900063,95.334832,29.361636
20399900064,95.32965,29.361636
20399900065,95.32451,29.36107
20399900066,95.319491,29.359946
20399900067,95.314673,29.358283
20399900068,95.310133,29.356107
20399900069,95.305941,29.353452
20399900070,95.302163,29.350359
20399900071,95.298861,29.346878
20399900072,95.296084,29.343064
20399900073,95.293878,29.338976
20399900074,95.292277,29.33468
20399900075,95.291306,29.330243
20399900076,95.290981,29.325734
20399900077,95.291306,29.321225
20399900078,95.292277,29.316788
20399900079,95.293878,29.312492
20399900080,95.296084,29.308404
20399900081,95.298861,29.30459
20399900082,95.302163,29.301109
20399900083,95.305941,29.298016
20399900084,95.310133,29.295361
20399900085,95.314673,29.293185
20399900086,95.319491,29.291522
20399900087,95.32451,29.290398
20399900088,95.32965,29.289832
20399900089,95.334832,29.289832
20399900090,95.339972,29.290398
20399900091,95.344991,29.291522
20399900092,95.349809,29.293185
20399900093,95.354349,29.295361
20399900094,95.358541,29.298016
20399900095,95.362319,29.301109
20399900096,95.365621,29.30459
20399900097,95.368398,29.308404
20399900098,95.370604,29.312492
20399900099,95.372205,29.316788
20399900100,95.373176,29.321225
20399900101,95.394132,29.325734
20399900102,95.393644,29.332497
20399900103,95.392187,29.339153
20399900104,95.389785,29.345598
20399900105,95.386476,29.351729
20399900106,95.382312,29.35745
20399900107,95.377357,29.362672
20399900108,95.371692,29.36731
20399900109,95.365404,29.371293
20399900110,95.358593,29.374558
20399900111,95.351366,29.377052
20399900112,95.343838,29.378738
20399900113,95.336127,29.379587
20399900114,95.328355,29.379587
20399900115,95.320644,29.378738
20399900116,95.313116,29.377052
20399900117,95.305889,29.374558
20399900118,95.299078,29.371293
20399900119,95.29279,29.36731
20399900120,95.287125,29.362672
20399900121,95.28217,29.35745
20399900122,95.278006,29.351729
20399900123,95.274697,29.345598
20399900124,95.272295,29.339153
20399900125,95.270838,29.332497
20399900126,95.27035,29.325734
20399900127,95.270838,29.318971
20399900128,95.272295,29.312315
20399900129,95.274697,29.30587
20399900130,95.278006,29.299739
20399900131,95.28217,29.294018
20399900132,95.287125,29.288796
20399900133,95.29279,29.284158
20399900134,95.299078,29.280175
20399900135,95.305889,29.27691
20399900136,95.313116,29.274416
20399900137,95.320644,29.27273
20399900138,95.328355,29.271881
20399900139,95.336127,29.271881
20399900140,95.343838,29.27273
20399900141,95.351366,29.274416
20399900142,95.358593,29.27691
20399900143,95.365404,29.280175
20399900144,95.371692,29.284158
20399900145,95.377357,29.288796
20399900146,95.382312,29.294018
20399900147,95.386476,29.299739
20399900148,95.389785,29.30587
20399900149,95.392187,29.312315
20399900150,95.393644,29.318971
20399900151,95.414762,29.325734
20399900152,95.414111,29.334751
20399900153,95.412169,29.343626
20399900154,95.408967,29.352219
20399900155,95.404555,29.360394
20399900156,95.399002,29.368023
20399900157,95.392396,29.374984
20399900158,95.384842,29.381169
20399900159,95.376458,29.38648
20399900160,95.367377,29.390832
20399900161,95.357741,29.394158
20399900162,95.347704,29.396405
20399900163,95.337423,29.397538
20399900164,95.327059,29.397538
20399900165,95.316778,29.396405
20399900166,95.306741,29.394158
20399900167,95.297105,29.390832
20399900168,95.288024,29.38648
20399900169,95.27964,29.381169
20399900170,95.272086,29.374984
20399900171,95.26548,29.368023
20399900172,95.259927,29.360394
20399900173,95.255515,29.352219
20399900174,95.252313,29.343626
20399900175,95.250371,29.334751
20399900176,95.24972,29.325734
20399900177,95.250371,29.316717
20399900178,95.252313,29.307842
20399900179,95.255515,29.299249
20399900180,95.259927,29.291074
20399900181,95.26548,29.283445
20399900182,95.272086,29.276484
20399900183,95.27964,29.270299
20399900184,95.288024,29.264988
20399900185,95.297105,29.260636
20399900186,95.306741,29.25731
20399900187,95.316778,29.255063
20399900188,95.327059,29.25393
20399900189,95.337423,29.25393
20399900190,95.347704,29.255063
20399900191,95.357741,29.25731
20399900192,95.367377,29.260636
20399900193,95.376458,29.264988
20399900194,95.384842,29.270299
20399900195,95.392396,29.276484
20399900196,95.399002,29.283445
20399900197,95.404555,29.291074
20399900198,95.408967,29.299249
20399900199,95.412169,29.307842
20399900200,95.414111,29.316717
